# Dieser Datensatz umfasst die bewohnten Wohnungen mit Wohnungsfläche sowie
# Personenangaben der Bewohnerschaft zur Haushaltsstruktur, aufgegliedert für
# mehrheitlich gemeinnützige und andere Eigentumsarten sowie Neubauart (z.B.
# Ersatzneubau).

# Die Daten stammen aus der Datenbank «Gebäude- und Wohnungsregister der Stadt
# Zürich» (GWZ) und dem Bevölkerungsregister (BVS) von Statistik Stadt Zürich.
# Die abgeglichenen Register werden seit 2014 laufend weitergeführt und
# bereinigt.  Datenquelle :
#
# Datenquelle und detaillierte Beschreibung der Variablen:
# https://data.stadt-zuerich.ch/dataset/bau_best_whg_pers_haush_quartier_neubauart_gemeinnuetzig_seit2014
#
"ReportJahr","StatistikJahr","QuarSort","QuarLang","HptEigGruppe","ArtErsatzneubau","AnzWhgBew","WohnFlBew","PersInWhgGT2","inHh_PamK","inHh_1ElK","inHh_UemK","inHh_1P","inHh_2P","inHh_EpoK","inHh_WGoK"
2017,2015,73,"Hirslanden","Im Stockwerkeigentum","Neubau als Wohnersatz",11,1370,21,7,0,0,4,4,6,0
2017,2016,73,"Hirslanden","Im Stockwerkeigentum","Neubau als Wohnersatz",13,1596,26,13,0,0,5,2,6,0
2017,2014,73,"Hirslanden","Im Stockwerkeigentum","Neubau auf unbebautem Land",8,929,16,5,0,0,3,2,6,0
2017,2015,73,"Hirslanden","Im Stockwerkeigentum","Neubau auf unbebautem Land",11,1263,25,9,0,0,3,4,8,0
2017,2016,73,"Hirslanden","Im Stockwerkeigentum","Neubau auf unbebautem Land",12,1397,27,9,0,3,3,4,8,0
2017,2014,73,"Hirslanden","Öffentl./Genossenschaftl.","Altbau (bis 2006)",422,33724,891,301,45,105,168,110,112,52
2017,2015,73,"Hirslanden","Öffentl./Genossenschaftl.","Altbau (bis 2006)",419,33433,881,277,49,104,174,122,100,53
2017,2016,73,"Hirslanden","Öffentl./Genossenschaftl.","Altbau (bis 2006)",423,33922,897,289,64,102,174,122,92,56
2017,2014,73,"Hirslanden","Übrige Eigentümerschaften","Altbau (bis 2006)",2748,235033,5275,1468,222,406,1316,848,594,399
2017,2015,73,"Hirslanden","Übrige Eigentümerschaften","Altbau (bis 2006)",2747,235968,5260,1497,210,390,1321,848,590,381
2017,2016,73,"Hirslanden","Übrige Eigentümerschaften","Altbau (bis 2006)",2761,235973,5169,1489,199,374,1392,788,562,371
2017,2014,73,"Hirslanden","Übrige Eigentümerschaften","Neubau als Wohnersatz",34,3744,65,25,2,0,12,18,8,0
2017,2015,73,"Hirslanden","Übrige Eigentümerschaften","Neubau als Wohnersatz",35,3770,66,25,2,0,13,16,10,0
2017,2016,73,"Hirslanden","Übrige Eigentümerschaften","Neubau als Wohnersatz",36,3982,64,23,2,0,16,12,12,0
2017,2014,73,"Hirslanden","Übrige Eigentümerschaften","Neubau auf unbebautem Land",14,1915,33,21,0,0,6,2,4,0
2017,2015,73,"Hirslanden","Übrige Eigentümerschaften","Neubau auf unbebautem Land",13,1837,32,23,0,0,7,0,2,0
2017,2016,73,"Hirslanden","Übrige Eigentümerschaften","Neubau auf unbebautem Land",13,1789,30,19,0,0,5,2,4,0
2017,2014,74,"Witikon","Im Stockwerkeigentum","Altbau (bis 2006)",655,72063,1344,360,51,109,233,156,354,76
2017,2015,74,"Witikon","Im Stockwerkeigentum","Altbau (bis 2006)",667,73297,1383,376,68,104,228,170,338,101
2017,2016,74,"Witikon","Im Stockwerkeigentum","Altbau (bis 2006)",642,71778,1348,354,57,132,226,148,336,100
2017,2014,74,"Witikon","Im Stockwerkeigentum","Neubau als Umnutzung",5,623,10,3,0,0,2,2,0,3
2017,2015,74,"Witikon","Im Stockwerkeigentum","Neubau als Umnutzung",7,956,16,6,0,0,2,2,2,3
2017,2016,74,"Witikon","Im Stockwerkeigentum","Neubau als Umnutzung",11,1572,23,6,0,5,5,2,2,3
2017,2014,74,"Witikon","Im Stockwerkeigentum","Neubau als Wohnersatz",34,4428,80,33,0,11,10,10,16,0
2017,2015,74,"Witikon","Im Stockwerkeigentum","Neubau als Wohnersatz",55,6858,135,59,0,18,15,18,22,3
2017,2016,74,"Witikon","Im Stockwerkeigentum","Neubau als Wohnersatz",57,7084,142,64,0,19,13,18,24,6
2017,2014,74,"Witikon","Im Stockwerkeigentum","Neubau auf unbebautem Land",57,8244,148,72,7,9,11,14,28,7
2017,2015,74,"Witikon","Im Stockwerkeigentum","Neubau auf unbebautem Land",55,7982,143,79,6,3,9,10,30,7
2017,2016,74,"Witikon","Im Stockwerkeigentum","Neubau auf unbebautem Land",57,8208,147,77,8,3,11,8,30,10
2017,2014,74,"Witikon","Öffentl./Genossenschaftl.","Altbau (bis 2006)",351,32078,872,383,76,103,110,42,128,25
2017,2015,74,"Witikon","Öffentl./Genossenschaftl.","Altbau (bis 2006)",357,32655,859,424,76,46,115,44,120,34
2017,2016,74,"Witikon","Öffentl./Genossenschaftl.","Altbau (bis 2006)",360,32708,868,415,81,56,116,42,122,36
2017,2014,74,"Witikon","Übrige Eigentümerschaften","Altbau (bis 2006)",3721,339567,7254,2240,428,471,1715,792,1250,347
2017,2015,74,"Witikon","Übrige Eigentümerschaften","Altbau (bis 2006)",3754,342545,7367,2344,425,470,1724,802,1234,373
2017,2016,74,"Witikon","Übrige Eigentümerschaften","Altbau (bis 2006)",3774,343513,7338,2438,425,348,1751,772,1262,335
2017,2014,74,"Witikon","Übrige Eigentümerschaften","Neubau als Umnutzung",13,1422,27,10,0,0,4,2,8,3
2017,2015,74,"Witikon","Übrige Eigentümerschaften","Neubau als Umnutzung",20,2506,43,11,4,0,4,6,10,3
2017,2016,74,"Witikon","Übrige Eigentümerschaften","Neubau als Umnutzung",27,3588,59,19,0,5,8,10,14,3
2017,2014,74,"Witikon","Übrige Eigentümerschaften","Neubau als Wohnersatz",53,6272,131,29,13,36,15,14,20,3
2017,2015,74,"Witikon","Übrige Eigentümerschaften","Neubau als Wohnersatz",67,7937,159,50,20,22,17,18,32,3
2017,2016,74,"Witikon","Übrige Eigentümerschaften","Neubau als Wohnersatz",85,9874,199,80,20,16,23,24,30,7
2017,2014,74,"Witikon","Übrige Eigentümerschaften","Neubau auf unbebautem Land",40,5727,128,94,3,6,4,4,18,0
2017,2015,74,"Witikon","Übrige Eigentümerschaften","Neubau auf unbebautem Land",39,5959,121,89,3,6,5,4,14,0
2017,2016,74,"Witikon","Übrige Eigentümerschaften","Neubau auf unbebautem Land",49,6759,140,91,3,6,9,8,20,3
2017,2014,81,"Seefeld","Im Stockwerkeigentum","Altbau (bis 2006)",167,14974,311,81,14,8,80,54,42,29
2017,2015,81,"Seefeld","Im Stockwerkeigentum","Altbau (bis 2006)",173,15503,312,75,11,7,89,60,36,31
2017,2016,81,"Seefeld","Im Stockwerkeigentum","Altbau (bis 2006)",173,15598,305,69,11,5,89,66,38,31
2017,2014,81,"Seefeld","Im Stockwerkeigentum","Neubau als Wohnersatz",10,1418,17,4,2,0,4,6,0,0
2017,2015,81,"Seefeld","Im Stockwerkeigentum","Neubau als Wohnersatz",11,1558,23,7,2,0,5,4,0,0
2017,2016,81,"Seefeld","Im Stockwerkeigentum","Neubau als Wohnersatz",10,1418,21,8,2,5,6,0,0,0
2017,2014,81,"Seefeld","Öffentl./Genossenschaftl.","Altbau (bis 2006)",89,6327,151,13,12,6,51,24,18,21
2017,2015,81,"Seefeld","Öffentl./Genossenschaftl.","Altbau (bis 2006)",90,6370,150,11,12,15,55,20,16,20
2017,2016,81,"Seefeld","Öffentl./Genossenschaftl.","Altbau (bis 2006)",88,6247,150,15,8,15,53,18,14,27
2017,2014,81,"Seefeld","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",28,1844,35,0,0,0,21,2,12,0
2017,2015,81,"Seefeld","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",28,1844,35,0,0,0,21,2,12,0
2017,2016,81,"Seefeld","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",28,1844,35,0,0,0,21,0,14,0
2017,2014,81,"Seefeld","Übrige Eigentümerschaften","Altbau (bis 2006)",2596,195869,4318,744,211,228,1516,842,414,352
2017,2015,81,"Seefeld","Übrige Eigentümerschaften","Altbau (bis 2006)",2544,191212,4276,777,203,255,1444,808,442,334
2017,2016,81,"Seefeld","Übrige Eigentümerschaften","Altbau (bis 2006)",2554,192614,4309,826,183,209,1435,860,444,341
2017,2014,81,"Seefeld","Übrige Eigentümerschaften","Neubau als Wohnersatz",60,5889,120,26,0,22,30,10,14,15
2017,2015,81,"Seefeld","Übrige Eigentümerschaften","Neubau als Wohnersatz",61,6029,116,41,0,7,33,12,20,4
2017,2016,81,"Seefeld","Übrige Eigentümerschaften","Neubau als Wohnersatz",66,6693,136,52,2,5,29,16,20,13
2017,2014,81,"Seefeld","Übrige Eigentümerschaften","Neubau auf unbebautem Land",22,2108,30,0,0,0,16,2,8,3
2017,2015,81,"Seefeld","Übrige Eigentümerschaften","Neubau auf unbebautem Land",21,1828,27,0,0,0,15,4,8,0
2017,2016,81,"Seefeld","Übrige Eigentümerschaften","Neubau auf unbebautem Land",23,2022,31,0,0,0,15,10,6,0
2017,2014,82,"Mühlebach","Im Stockwerkeigentum","Altbau (bis 2006)",415,36448,790,162,44,72,187,134,122,69
2017,2015,82,"Mühlebach","Im Stockwerkeigentum","Altbau (bis 2006)",436,38337,825,208,35,71,203,122,118,63
2017,2016,82,"Mühlebach","Im Stockwerkeigentum","Altbau (bis 2006)",436,38386,810,204,35,45,207,122,120,71
2017,2014,82,"Mühlebach","Im Stockwerkeigentum","Neubau als Umnutzung",20,3334,59,23,6,16,5,0,6,3
2017,2015,82,"Mühlebach","Im Stockwerkeigentum","Neubau als Umnutzung",20,3334,58,24,5,16,5,0,8,0
2017,2016,82,"Mühlebach","Im Stockwerkeigentum","Neubau als Umnutzung",12,1901,22,3,5,3,5,0,6,0
2017,2014,82,"Mühlebach","Im Stockwerkeigentum","Neubau als Wohnersatz",15,2005,25,7,2,0,8,4,4,0
2017,2015,82,"Mühlebach","Im Stockwerkeigentum","Neubau als Wohnersatz",15,2093,29,7,2,0,7,6,2,5
2017,2016,82,"Mühlebach","Im Stockwerkeigentum","Neubau als Wohnersatz",16,2221,33,10,4,0,7,0,4,8
2017,2014,82,"Mühlebach","Im Stockwerkeigentum","Neubau auf unbebautem Land",8,1134,22,12,0,0,0,8,2,0
2017,2015,82,"Mühlebach","Im Stockwerkeigentum","Neubau auf unbebautem Land",8,1074,18,8,0,0,2,4,4,0
2017,2016,82,"Mühlebach","Im Stockwerkeigentum","Neubau auf unbebautem Land",20,3226,56,36,3,0,4,4,6,3
2017,2014,82,"Mühlebach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",239,20823,587,214,128,57,69,54,32,31
2017,2015,82,"Mühlebach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",244,21146,582,232,126,33,74,56,34,27
2017,2016,82,"Mühlebach","Öffentl./Genossenschaftl.","Altbau (bis 2006)",248,21168,594,232,128,38,72,54,40,31
2017,2014,82,"Mühlebach","Übrige Eigentümerschaften","Altbau (bis 2006)",2392,179761,4061,841,121,212,1379,694,442,367
2017,2015,82,"Mühlebach","Übrige Eigentümerschaften","Altbau (bis 2006)",2375,177609,4036,841,144,206,1345,664,446,364
2017,2016,82,"Mühlebach","Übrige Eigentümerschaften","Altbau (bis 2006)",2343,175449,4014,857,151,205,1306,766,432,293
2017,2014,82,"Mühlebach","Übrige Eigentümerschaften","Neubau als Umnutzung",89,8250,163,24,4,18,42,38,20,17
2017,2015,82,"Mühlebach","Übrige Eigentümerschaften","Neubau als Umnutzung",94,8769,182,41,0,15,43,22,34,27
2017,2016,82,"Mühlebach","Übrige Eigentümerschaften","Neubau als Umnutzung",100,9024,191,47,2,12,45,26,36,23
2017,2014,82,"Mühlebach","Übrige Eigentümerschaften","Neubau als Wohnersatz",30,2966,67,9,3,6,8,16,12,13
2017,2015,82,"Mühlebach","Übrige Eigentümerschaften","Neubau als Wohnersatz",32,3215,65,12,0,6,10,14,14,8
2017,2016,82,"Mühlebach","Übrige Eigentümerschaften","Neubau als Wohnersatz",34,3630,83,27,0,18,10,10,8,10
2017,2014,82,"Mühlebach","Übrige Eigentümerschaften","Neubau auf unbebautem Land",7,666,13,9,0,0,3,2,0,0
2017,2015,82,"Mühlebach","Übrige Eigentümerschaften","Neubau auf unbebautem Land",6,568,11,6,0,0,3,2,0,0
2017,2016,82,"Mühlebach","Übrige Eigentümerschaften","Neubau auf unbebautem Land",5,490,11,7,0,0,2,2,0,0
2017,2014,83,"Weinegg","Im Stockwerkeigentum","Altbau (bis 2006)",184,19822,400,156,10,26,70,46,66,27
2017,2015,83,"Weinegg","Im Stockwerkeigentum","Altbau (bis 2006)",191,20951,411,165,13,24,74,44,64,27
2017,2016,83,"Weinegg","Im Stockwerkeigentum","Altbau (bis 2006)",189,20590,405,160,13,25,78,42,62,22
2017,2014,83,"Weinegg","Im Stockwerkeigentum","Neubau als Umnutzung",8,1157,32,17,0,12,1,0,2,0
2017,2015,83,"Weinegg","Im Stockwerkeigentum","Neubau als Umnutzung",8,1157,31,23,0,0,0,0,4,0
2017,2016,83,"Weinegg","Im Stockwerkeigentum","Neubau als Umnutzung",8,1157,30,18,0,9,0,0,4,0
2017,2014,83,"Weinegg","Im Stockwerkeigentum","Neubau als Wohnersatz",22,3192,62,39,2,11,6,0,4,0
2017,2015,83,"Weinegg","Im Stockwerkeigentum","Neubau als Wohnersatz",23,3370,73,36,2,24,5,0,6,0
2017,2016,83,"Weinegg","Im Stockwerkeigentum","Neubau als Wohnersatz",24,3494,78,23,2,42,5,2,6,0
2017,2014,83,"Weinegg","Im Stockwerkeigentum","Neubau auf unbebautem Land",13,2029,43,25,6,5,2,2,2,0
2017,2015,83,"Weinegg","Im Stockwerkeigentum","Neubau auf unbebautem Land",14,2191,42,26,5,3,2,2,4,0
2017,2016,83,"Weinegg","Im Stockwerkeigentum","Neubau auf unbebautem Land",14,2191,41,22,8,3,2,2,4,0
2017,2014,83,"Weinegg","Öffentl./Genossenschaftl.","Altbau (bis 2006)",211,15693,486,185,63,30,70,32,80,25
2017,2015,83,"Weinegg","Öffentl./Genossenschaftl.","Altbau (bis 2006)",214,15901,484,182,61,30,67,36,84,24
2017,2016,83,"Weinegg","Öffentl./Genossenschaftl.","Altbau (bis 2006)",209,15407,473,203,50,14,70,26,72,40
2017,2014,83,"Weinegg","Übrige Eigentümerschaften","Altbau (bis 2006)",1762,146890,3298,841,152,244,899,466,420,263
2017,2015,83,"Weinegg","Übrige Eigentümerschaften","Altbau (bis 2006)",1777,149228,3297,833,156,219,913,490,386,276
2017,2016,83,"Weinegg","Übrige Eigentümerschaften","Altbau (bis 2006)",1710,143761,3198,858,152,217,866,484,384,237
2017,2014,83,"Weinegg","Übrige Eigentümerschaften","Neubau als Umnutzung",4,327,6,".",".",".",".",".",".","."
2017,2015,83,"Weinegg","Übrige Eigentümerschaften","Neubau als Umnutzung",4,327,5,".",".",".",".",".",".","."
2017,2016,83,"Weinegg","Übrige Eigentümerschaften","Neubau als Umnutzung",4,327,7,".",".",".",".",".",".","."
2017,2014,83,"Weinegg","Übrige Eigentümerschaften","Neubau als Wohnersatz",12,1560,31,18,2,3,2,4,2,0
2017,2015,83,"Weinegg","Übrige Eigentümerschaften","Neubau als Wohnersatz",36,3217,69,27,0,4,16,14,8,0
2017,2016,83,"Weinegg","Übrige Eigentümerschaften","Neubau als Wohnersatz",53,4807,103,47,2,0,21,22,12,0
2017,2014,83,"Weinegg","Übrige Eigentümerschaften","Neubau auf unbebautem Land",1,150,6,".",".",".",".",".",".","."
2017,2015,83,"Weinegg","Übrige Eigentümerschaften","Neubau auf unbebautem Land",1,150,6,".",".",".",".",".",".","."
2017,2016,83,"Weinegg","Übrige Eigentümerschaften","Neubau auf unbebautem Land",9,1633,24,11,3,0,2,2,2,0
2017,2014,91,"Albisrieden","Im Stockwerkeigentum","Altbau (bis 2006)",804,73796,1545,359,67,106,342,176,364,129
2017,2015,91,"Albisrieden","Im Stockwerkeigentum","Altbau (bis 2006)",812,74469,1580,358,65,108,350,170,356,163
2017,2016,91,"Albisrieden","Im Stockwerkeigentum","Altbau (bis 2006)",823,75610,1605,379,57,127,354,188,338,157
2017,2014,91,"Albisrieden","Im Stockwerkeigentum","Neubau als Umnutzung",58,5843,137,67,6,6,18,22,18,0
2017,2015,91,"Albisrieden","Im Stockwerkeigentum","Neubau als Umnutzung",73,6939,161,65,8,12,25,22,26,6
2017,2016,91,"Albisrieden","Im Stockwerkeigentum","Neubau als Umnutzung",74,7027,165,69,13,6,23,28,24,3
2017,2014,91,"Albisrieden","Im Stockwerkeigentum","Neubau als Wohnersatz",38,4574,99,52,0,0,4,18,18,6
2017,2015,91,"Albisrieden","Im Stockwerkeigentum","Neubau als Wohnersatz",42,5193,111,63,0,5,6,14,20,3
2017,2016,91,"Albisrieden","Im Stockwerkeigentum","Neubau als Wohnersatz",43,5297,115,58,4,14,7,14,18,0
2017,2014,91,"Albisrieden","Im Stockwerkeigentum","Neubau auf unbebautem Land",25,2934,68,40,0,6,4,8,8,3
2017,2015,91,"Albisrieden","Im Stockwerkeigentum","Neubau auf unbebautem Land",26,3066,74,43,0,7,3,10,8,3
2017,2016,91,"Albisrieden","Im Stockwerkeigentum","Neubau auf unbebautem Land",25,2967,72,37,2,10,3,8,8,3
2017,2014,91,"Albisrieden","Öffentl./Genossenschaftl.","Altbau (bis 2006)",3061,213150,5834,1828,498,372,1426,540,1042,127
2017,2015,91,"Albisrieden","Öffentl./Genossenschaftl.","Altbau (bis 2006)",3033,211996,5819,1861,504,377,1420,556,986,113
2017,2016,91,"Albisrieden","Öffentl./Genossenschaftl.","Altbau (bis 2006)",3039,209354,5798,1831,486,366,1449,588,952,132
2017,2014,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau als Umnutzung",79,8628,236,169,7,18,14,8,18,3
2017,2015,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau als Umnutzung",124,12991,367,247,5,30,19,30,32,3
2017,2016,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau als Umnutzung",151,15602,448,294,19,37,19,44,32,3
2017,2014,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",429,41572,1157,692,21,88,87,72,182,19
2017,2015,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",428,41641,1172,719,25,80,91,62,174,20
2017,2016,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",433,42069,1178,772,31,45,99,48,162,20
2017,2014,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",35,3332,96,31,2,33,11,10,10,0
2017,2015,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",34,3254,91,30,0,29,12,8,12,0
2017,2016,91,"Albisrieden","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",38,3638,92,48,0,8,14,10,12,0
2017,2014,91,"Albisrieden","Übrige Eigentümerschaften","Altbau (bis 2006)",4432,319934,8222,2063,357,595,2201,1264,1160,566
2017,2015,91,"Albisrieden","Übrige Eigentümerschaften","Altbau (bis 2006)",4407,319337,8218,2154,359,584,2155,1278,1158,535
2017,2016,91,"Albisrieden","Übrige Eigentümerschaften","Altbau (bis 2006)",4409,319740,8172,2158,312,619,2186,1314,1100,467
2017,2014,91,"Albisrieden","Übrige Eigentümerschaften","Neubau als Umnutzung",331,35068,704,203,9,27,98,208,58,99
2017,2015,91,"Albisrieden","Übrige Eigentümerschaften","Neubau als Umnutzung",380,39918,793,229,19,21,111,256,60,96
2017,2016,91,"Albisrieden","Übrige Eigentümerschaften","Neubau als Umnutzung",1107,110896,2291,668,73,83,331,736,224,167
2017,2014,91,"Albisrieden","Übrige Eigentümerschaften","Neubau als Wohnersatz",70,7650,171,69,0,15,16,44,4,23
2017,2015,91,"Albisrieden","Übrige Eigentümerschaften","Neubau als Wohnersatz",85,9173,199,74,2,15,24,46,14,23
2017,2016,91,"Albisrieden","Übrige Eigentümerschaften","Neubau als Wohnersatz",172,16846,383,138,3,28,45,112,30,26
2017,2014,91,"Albisrieden","Übrige Eigentümerschaften","Neubau auf unbebautem Land",41,4074,89,35,0,0,10,36,8,0
2017,2015,91,"Albisrieden","Übrige Eigentümerschaften","Neubau auf unbebautem Land",40,3929,90,30,0,5,10,30,12,0
2017,2016,91,"Albisrieden","Übrige Eigentümerschaften","Neubau auf unbebautem Land",40,4002,96,42,0,13,9,20,12,0
2017,2014,92,"Altstetten","Im Stockwerkeigentum","Altbau (bis 2006)",383,32898,793,236,34,48,137,106,168,63
2017,2015,92,"Altstetten","Im Stockwerkeigentum","Altbau (bis 2006)",406,35290,841,227,39,75,149,120,164,71
2017,2016,92,"Altstetten","Im Stockwerkeigentum","Altbau (bis 2006)",387,34166,794,190,35,70,144,112,166,76
2017,2014,92,"Altstetten","Im Stockwerkeigentum","Neubau als Umnutzung",21,2449,51,14,0,6,6,16,2,7
2017,2015,92,"Altstetten","Im Stockwerkeigentum","Neubau als Umnutzung",22,2556,53,17,0,6,7,14,4,4
2017,2016,92,"Altstetten","Im Stockwerkeigentum","Neubau als Umnutzung",21,2425,56,17,0,10,4,14,4,7
2017,2014,92,"Altstetten","Im Stockwerkeigentum","Neubau als Wohnersatz",76,8398,172,56,0,6,19,30,36,24
2017,2015,92,"Altstetten","Im Stockwerkeigentum","Neubau als Wohnersatz",81,8909,181,62,2,7,25,28,30,27
2017,2016,92,"Altstetten","Im Stockwerkeigentum","Neubau als Wohnersatz",85,9329,200,77,2,8,20,36,32,26
2017,2014,92,"Altstetten","Im Stockwerkeigentum","Neubau auf unbebautem Land",32,3446,88,37,4,16,5,6,14,6
2017,2015,92,"Altstetten","Im Stockwerkeigentum","Neubau auf unbebautem Land",108,8610,198,42,4,16,54,48,24,11
2017,2016,92,"Altstetten","Im Stockwerkeigentum","Neubau auf unbebautem Land",108,8603,190,46,4,12,56,46,22,4
2017,2014,92,"Altstetten","Öffentl./Genossenschaftl.","Altbau (bis 2006)",3837,259002,8077,2820,749,679,1562,614,1370,278
2017,2015,92,"Altstetten","Öffentl./Genossenschaftl.","Altbau (bis 2006)",3843,259685,8120,2821,727,696,1556,650,1372,291
2017,2016,92,"Altstetten","Öffentl./Genossenschaftl.","Altbau (bis 2006)",3752,253282,7918,2775,743,687,1537,606,1286,269
2017,2014,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau als Umnutzung",13,956,28,7,4,0,1,14,2,0
2017,2015,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau als Umnutzung",13,956,28,7,2,0,1,14,4,0
2017,2016,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau als Umnutzung",13,956,24,0,5,0,3,14,2,0
2017,2014,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",286,30200,934,603,61,106,31,60,52,21
2017,2015,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",388,41096,1316,896,91,149,38,58,62,23
2017,2016,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",390,41345,1303,891,96,128,39,50,74,27
2017,2014,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",71,5756,138,49,17,4,36,6,24,3
2017,2015,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",79,6411,161,44,28,11,41,6,28,0
2017,2016,92,"Altstetten","Öffentl./Genossenschaftl.","Neubau auf unbebautem Land",82,6795,163,51,21,15,46,2,26,6
2017,2014,92,"Altstetten","Übrige Eigentümerschaften","Altbau (bis 2006)",9254,660569,18110,4868,772,1616,4242,2692,2478,1418
2017,2015,92,"Altstetten","Übrige Eigentümerschaften","Altbau (bis 2006)",9335,665569,18173,4907,801,1605,4302,2638,2494,1408
2017,2016,92,"Altstetten","Übrige Eigentümerschaften","Altbau (bis 2006)",9332,666006,18076,4885,777,1554,4325,2706,2436,1393
2017,2014,92,"Altstetten","Übrige Eigentümerschaften","Neubau als Umnutzung",299,24885,571,78,7,35,120,170,64,93
2017,2015,92,"Altstetten","Übrige Eigentümerschaften","Neubau als Umnutzung",442,38407,859,125,16,34,159,286,94,137
2017,2016,92,"Altstetten","Übrige Eigentümerschaften","Neubau als Umnutzung",481,41140,912,135,21,29,184,290,108,143
2017,2014,92,"Altstetten","Übrige Eigentümerschaften","Neubau als Wohnersatz",124,12647,284,57,4,5,33,84,20,79
2017,2015,92,"Altstetten","Übrige Eigentümerschaften","Neubau als Wohnersatz",140,13957,281,66,0,8,49,96,28,35
2017,2016,92,"Altstetten","Übrige Eigentümerschaften","Neubau als Wohnersatz",155,15366,313,70,0,17,58,92,30,46
2017,2014,92,"Altstetten","Übrige Eigentümerschaften","Neubau auf unbebautem Land",341,30682,622,97,7,12,138,208,74,83
2017,2015,92,"Altstetten","Übrige Eigentümerschaften","Neubau auf unbebautem Land",266,25713,535,98,10,20,87,162,60,96
2017,2016,92,"Altstetten","Übrige Eigentümerschaften","Neubau auf unbebautem Land",265,25660,529,98,10,10,91,162,60,94
2017,2014,101,"Höngg","Im Stockwerkeigentum","Altbau (bis 2006)",1450,145876,2919,852,104,192,531,382,730,120
2017,2015,101,"Höngg","Im Stockwerkeigentum","Altbau (bis 2006)",1456,146221,2937,853,105,219,543,372,728,129
2017,2016,101,"Höngg","Im Stockwerkeigentum","Altbau (bis 2006)",1449,145527,2939,859,91,232,535,406,688,120
2017,2014,101,"Höngg","Im Stockwerkeigentum","Neubau als Umnutzung",23,2948,53,16,0,3,4,8,16,6
2017,2015,101,"Höngg","Im Stockwerkeigentum","Neubau als Umnutzung",22,2794,50,13,0,7,6,8,10,6
2017,2016,101,"Höngg","Im Stockwerkeigentum","Neubau als Umnutzung",23,2948,52,17,0,4,7,8,8,6
2017,2014,101,"Höngg","Im Stockwerkeigentum","Neubau als Wohnersatz",75,9632,220,154,4,10,13,18,18,3
2017,2015,101,"Höngg","Im Stockwerkeigentum","Neubau als Wohnersatz",76,9777,231,159,4,15,12,16,18,3
2017,2016,101,"Höngg","Im Stockwerkeigentum","Neubau als Wohnersatz",101,12868,303,194,6,32,16,30,20,3
2017,2014,101,"Höngg","Im Stockwerkeigentum","Neubau auf unbebautem Land",29,3486,74,21,2,20,8,12,8,3
2017,2015,101,"Höngg","Im Stockwerkeigentum","Neubau auf unbebautem Land",27,3366,69,29,2,9,7,12,8,3
2017,2016,101,"Höngg","Im Stockwerkeigentum","Neubau auf unbebautem Land",28,3422,69,25,2,8,5,16,10,3
2017,2014,101,"Höngg","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2196,182638,4962,2000,536,392,774,382,756,116
2017,2015,101,"Höngg","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2163,180745,4897,1999,578,351,762,386,706,113
2017,2016,101,"Höngg","Öffentl./Genossenschaftl.","Altbau (bis 2006)",2157,175574,4843,2089,552,249,781,374,676,122
2017,2014,101,"Höngg","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",21,2145,62,42,2,3,2,4,6,3
2017,2015,101,"Höngg","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",177,15895,432,193,34,28,33,70,56,10
2017,2016,101,"Höngg","Öffentl./Genossenschaftl.","Neubau als Wohnersatz",206,18898,525,312,36,21,38,58,54,7
2017,2014,101,"Höngg","Übrige Eigentümerschaften","Altbau (bis 2006)",6588,550287,12671,3439,531,808,2992,1986,1940,952
2017,2015,101,"Höngg","Übrige Eigentümerschaften","Altbau (bis 2006)",6613,551544,12730,3715,545,681,2997,2120,1820,853
2017,2016,101,"Höngg","Übrige Eigentümerschaften","Altbau (bis 2006)",6561,546864,12629,3619,534,731,3010,2036,1784,917
